,Ono_O0,Ono_O3,Ono_Oz,O_O0,O_O3,O_Oz,Oun_O0,Oun_O3,Oun_Oz
0,51.09361791610718,50.649142026901245,55.00837302207947,59.52817447982973,52.88973903656006,55.60896586995384,53.85649013519287,51.49987602233864,53.8057510852814
1,55.191375970840454,54.00789189338684,53.48707818984985,59.93759059906006,52.59366178512573,53.3271689414978,55.03591203689575,57.775463819503784,53.09674906730652
2,53.54508709907532,54.041276931762695,53.01534700393677,59.47757291793823,52.14127588272092,53.766908168792725,57.61465787887573,53.41483092308022,53.02617192268377
3,53.70804309844971,53.32530879974365,53.89762210846129,60.13261914253235,54.80668592453003,59.98314595222473,57.23379993438721,62.82029700279236,54.103224992752075
4,64.02873015403748,52.409038066864014,52.95947194099608,59.24072599411011,53.2143280506134,53.55622911453247,57.429282665252686,53.43014693260193,53.99644088745117
5,53.50154900550842,61.39384007453918,53.340118169784546,58.98635101318354,53.708301067352295,52.868098974227905,56.61910390853882,59.96972966194153,61.9784460067749
6,55.713391065597534,53.13327693939209,53.28762984275818,59.02957272529602,52.808632135391235,66.05035495758057,56.6841011047361,52.94913721084595,53.270732164382935
7,57.743772983551025,52.17763280868485,53.61117696762085,58.636314868927,54.04943513870239,53.568082094192505,57.054155111312866,53.18068790435791,53.219420194625854
8,58.00147581100464,51.99668121337936,52.896970987319946,58.388087034225464,53.5595908164978,53.44732308387756,56.840425968170166,53.56262016296364,55.97726893424988
9,57.75825095176697,52.57724595069885,53.051729917526245,57.97336483001709,53.98623991012573,61.866971015930176,56.53308296203613,55.92545223236061,53.72686791419983
10,57.01791977882385,60.73979187011719,53.657126903533936,58.74079370498646,50.83661198616028,53.47266221046448,55.470455169677734,55.2328360080719,53.71761107444763
11,57.36033606529247,53.689298152923584,52.89574599266234,58.45786094665527,54.085990905761605,61.89299511909485,55.89525675773643,55.09056997299194,59.09950804710388
12,57.20637893676758,53.10838659256366,53.33947682380858,58.208569049835205,53.69349479675293,53.320740938186646,55.208196878433,54.14026880264282,52.665437936783064
13,57.3661789894104,53.161640882492065,53.573687076566785,57.16404199600197,60.344120025634766,61.580387115478516,56.04160594940208,53.901516914367676,59.52579927444458
14,57.175686836242676,53.7576220035553,52.7767972946167,57.73185873031616,53.195602893829346,53.858829975128174,55.35641598701477,51.154926776885986,53.69808912277222
15,56.87862610816978,53.29470372200012,53.37821626663208,57.30616021156311,59.79127216339111,57.95602107048035,55.84558916091919,53.53842091560364,53.250952243804704
16,57.29346776008606,53.89981758900638,53.422043800354004,56.84619808197044,53.41433596611023,53.419289112091064,54.78663492202759,92.38852214813232,52.61911702156067
17,57.03558707237244,52.250244140625,53.08056712150574,57.0859389305117,50.866204023361206,77.51792407035828,54.22478175163269,53.44012784957886,53.51082611084007
18,57.2420959472654,53.295008182525635,52.81756877899352,56.26380205154419,53.50940275192261,53.34888696670532,53.95742678642273,53.63328289985657,50.89643216133118
19,56.89159893989563,52.837660789489746,53.24430012702942,55.88351678848244,53.68810200691223,62.43981313705444,54.129167795181274,52.765507221221924,57.4571750164032
20,55.17785906791664,53.71371412277222,53.23604130744934,55.83969187736511,53.30307197570801,53.80916309356735,53.99479794502258,53.460702896118164,57.11646795272827
21,55.97018027305603,53.330262899398804,53.11615514755249,55.27719116210915,53.69540381431557,61.0793430805204,54.32021617889404,53.639243841171265,57.23858022689819
22,55.543447971343994,53.53501582145691,52.88638091087341,54.96935415267944,53.09258222579956,52.954728126526106,55.421066999435425,53.223366260528564,56.39479303359985
23,55.57420229911804,53.668330907821655,53.711658000947864,55.5631930828099,53.18943119049072,80.79406499862671,56.433698892593384,53.36227583885193,54.926690101623535
24,54.93316674232483,53.58923077583313,53.266484022138684,55.47912383079529,52.61639332771301,53.19143891334534,56.09989619255066,52.675780296325684,55.67815709114075
25,55.42627286911011,53.91047978401184,53.44956684112549,54.631096839904785,53.038748025894165,85.2194390296936,57.538443088531494,53.10790014266968,53.55896711349487
26,55.78388786315918,52.83896780014038,53.451164960861206,54.99635410308838,52.716728925704956,53.729620933532715,57.900035142898616,53.69270706176803,54.2093551158905
27,54.86664819717407,53.046661138534546,53.54458999633789,54.757158279418945,53.23498821258545,52.74113583564758,57.86773705482477,53.02863717079117,61.47812604904175
28,54.66292119026184,53.45428204536438,53.43110203742981,53.55070114135742,52.90354585647583,50.821614027023315,58.54695391654968,53.29863715171814,53.858155965805054
29,55.67389178276062,53.602479219436646,53.349817991256714,54.74810290336609,53.41267371177628,53.07479405403137,58.03094983100891,52.91796016693115,57.105403900146484
