,Ono_O0,Ono_O3,Ono_Oz,O_O0,O_O3,O_Oz,Oun_O0,Oun_O3,Oun_Oz
0,250.81973609594718,252.02119918925126,247.1330964978813,204.35483137482984,245.17357653808253,246.80059030107503,252.99348612765618,245.92966705004721,246.79377632458636
1,246.8759996189415,260.56518968949194,246.7828406238301,203.9975960081569,250.95032531118943,247.09926715644838,240.2460776062191,248.6206026146161,246.97538907643974
2,263.12370315919804,262.3134956677651,245.9820329711563,203.60179081347982,252.77278008840537,249.59250546781064,221.35692074840753,251.01341688899208,249.3603236951543
3,266.7226262461587,261.669054332945,248.92381063462764,206.70918318512955,251.36391586925805,245.0108978681879,225.00792377991004,244.68477958482134,251.03715592238802
4,251.73614897508472,259.35093723276975,248.75708643988642,206.4326912237186,250.23229567959086,247.7637967105211,221.83084692752618,251.79789156056262,251.69835911563797
5,263.0467223379008,270.8212155304684,249.45356251835614,209.79098455294908,251.68042561931378,249.93083904219475,227.66145364435945,241.72793485350746,250.43870472992177
6,245.23861994386576,261.5895555809122,247.08666034719042,211.6174396742225,250.7418873051289,248.88154790313115,228.20458693956886,251.5416063007224,247.98201440273405
7,229.48298129256656,259.67177785505004,230.5332419873936,211.29954138964308,251.6031759669865,252.1690223039216,225.61388332952464,253.6936028920455,251.50477373002337
8,232.31585347958892,257.28335947313906,227.27467334780263,212.35696205521464,251.72507114589922,250.28760851124596,228.72296983360548,248.85163980230854,233.11767892715065
9,229.8246220740639,261.13496523695073,227.47175316933362,214.67503517828294,251.93608521515753,246.08204797947366,228.17239708643442,216.0046412736494,250.59443757097708
10,233.9052193784166,270.7839064438597,227.34131201393086,214.46610056425277,241.0405511347826,249.43204110007812,232.86931383555333,220.05000835227654,253.87570016667468
11,232.752895339392,260.87174844940995,225.65180374250113,214.35033573708859,252.01874914348582,242.18048916566585,236.90391018204343,223.19962083999334,243.8855985058377
12,236.97225520065206,261.4336859338759,225.66057002758066,214.26961702312119,253.1807119065078,250.72944139489525,239.22861885698512,227.55690439495856,252.44165830529053
13,234.14957751690213,260.94184410736466,226.3147244990093,220.80747271505226,252.8344553082314,244.21252112039502,232.32467647335915,228.3123974128015,246.65673686263528
14,237.69297952004533,263.001522027328,227.04557780198118,222.169301442197,252.0429618167456,252.31911977469056,232.1786532856522,223.64255677320577,251.3962492102883
15,238.96651140605667,260.87161924210886,225.57766020654995,225.33754354351882,225.87504302403195,247.8358230722741,233.71738684652937,232.8570583873398,252.07548340852915
16,238.09762807925236,261.2751994728031,227.0324397849408,224.1650331538694,227.93025128780496,251.37845926353924,241.8170279449898,243.22743114085796,248.72803583980968
17,235.60869712655258,244.6204814175317,226.21383453490486,230.45656040093937,220.3630868964209,257.8265812772802,244.31481284446411,233.1448818590044,252.88759426560117
18,238.52529291196075,230.33813668475318,226.2485486289413,230.06933478599882,229.13043521963002,252.34841092458743,245.44945694197142,233.50017156371473,244.0297532945975
19,245.39792445338202,230.13357741718744,226.34522704008938,233.8366142356679,229.88603775493686,249.29978316977488,246.33068832487203,233.4518836482824,223.10559101905403
20,246.69866453771664,232.3274650914311,226.06693486917945,238.04722908448494,229.45065480378182,250.63728507887367,248.5139161500467,233.98871215371528,227.99383095951154
21,250.54280423020305,231.37476091012064,225.71379149563614,237.54385197133175,228.81181240379462,250.4920539851083,252.84576836894732,234.36250467867941,224.54872872037015
22,246.5945304388388,229.90405974426,243.01655582198705,239.30077138723794,227.5613570944059,250.76672813289713,243.64487577811158,232.74742684095412,225.54148585924307
23,247.88198307168972,229.3397062285828,244.5486259389015,237.1284397775439,228.0656301741824,268.6753722602294,232.62157269054055,231.92941259155904,240.8548504661217
24,247.66748681271508,230.02968171284851,242.49897761234658,241.29257806066428,228.07471002869076,251.9268101446792,234.47023872530144,231.1451148015779,238.68760502602262
25,250.5539717161291,228.47676684523233,242.14472845237208,241.19650614221794,228.23037561648067,269.09284912597127,220.40855710048558,232.10590864260345,252.66405488016028
26,251.81515672993177,228.38007847696596,243.2489556487099,241.58718878352136,228.32425624775493,250.39877668705995,220.57547979077924,233.92047556615984,256.6246973834956
27,251.19924576095346,228.95152078849253,242.37728728960417,244.05193222692867,227.28796548298496,251.35808999794827,216.76545930742716,232.22167663014355,237.92452790720182
28,254.61355073953578,227.971063132853,241.63233741366292,246.58757631022738,230.21184813730818,241.90756169178223,221.84346182703575,232.47319739052458,253.60196332243567
29,246.9471950612114,229.63407819264356,243.68644163808375,247.73991517180326,229.24840954630898,252.22879687272658,217.81571376703027,233.31375124792595,230.62250366062887
