,Ono_O0,Ono_O3,Ono_Oz,O_O0,O_O3,O_Oz,Oun_O0,Oun_O3,Oun_Oz
0,413.9027778198732,480.29688287420583,538.8834068535477,400.6450701519175,405.521972589782,469.7094900582134,517.1047292215691,466.07787111830356,574.346750159222
1,414.1071109537826,483.5249993880546,607.4107376177267,400.12558833408923,406.9286357445947,463.2631030423939,599.3110004943248,475.8425252898679,521.4024933482353
2,414.56817968098545,479.3043486690838,534.8947680143064,399.99678528143386,410.70656618288604,468.67528429574037,592.4236029875354,468.4757768080235,540.931542641464
3,415.0941246075963,477.63170705115806,518.2425629395731,405.6075630007014,409.74095147016305,468.23239335574135,526.215689753307,469.92190330945334,546.19199663229
4,413.6311125314027,476.97741682790934,506.93355895768497,408.14100287476367,410.7717679181362,470.18149962053064,506.5871539575281,466.4715162110554,516.5520436595899
5,418.5038812792841,476.5743684702168,500.81967221431086,408.88081414007326,414.7311976399856,475.3508327138955,502.1489980941374,466.69232075056374,520.3469766262745
6,417.93903624155087,476.25799592694153,496.0568555740474,412.375157559327,416.7355060388907,473.4980808959826,492.9147505345145,466.311369855442,538.4394493065491
7,421.2348362485875,478.3041843546909,488.4833902477672,413.21016768595985,416.4504684572379,474.35264375576315,491.9501747694579,467.9885452901481,547.8241521317561
8,427.5366609735898,481.0083180652272,489.94223293422243,417.540322398469,417.5881266713354,475.7098858991246,486.9124621980172,467.6220225573944,551.3167638548886
9,421.71221971850713,475.23336584388153,491.79296174379596,421.8768407562828,421.02491822188637,478.55310756221604,488.6171345752078,468.14512099817495,567.2491796129422
10,424.87934825303347,479.0688558546818,492.85642484935005,423.00090635544694,427.04409698768615,490.660297977473,487.4227763610174,470.03035782526183,571.9671394660953
11,424.0346348370614,483.4952633694871,490.3019456825771,461.9186622915794,421.84806057132596,491.11517973611956,486.93126149942475,469.08236916462425,588.651530108349
12,425.3588374943212,480.65223624920554,493.1288758553309,473.3545252096141,426.63646418559586,496.1593093337982,489.78883785497203,469.1777660720124,587.3740722137424
13,441.10156037051775,484.1870492993791,492.147195092327,475.0933689800294,430.1619679995418,494.14683064245287,487.2613383377313,471.29971883226676,594.3251664832445
14,446.9440648202879,483.849945944508,490.8572400519965,478.1930015057012,432.4047729652809,488.21161185251293,481.0338058416083,477.27354971650016,599.375715157695
15,446.3643326230077,485.3241200675186,491.64654622502815,478.39978667311016,456.81871971702816,486.85374711856065,481.8599878593342,474.59736079522713,599.3668060775742
16,452.8668282746194,486.30476283829046,497.0486892193999,475.9578195527631,478.23868693142936,507.0939907214317,488.6709892292916,476.34797881057943,621.7108781315548
17,452.82127640513346,488.33936374534915,494.51521635951804,473.9068991145389,476.23756768321397,507.8503671716478,488.53690599861807,477.77968631386,623.8370013067766
18,453.89480337640623,488.56427438874897,498.0495352425516,485.15172186417817,476.5639844529466,539.757916116251,427.45913800995845,480.7653131953603,662.2409585285357
19,455.6951376558223,494.5942628907762,489.0108598990293,483.69925863115975,476.94282759226303,542.2535329924395,439.7763991299093,484.2443986956162,646.000079858674
20,468.83431736700754,495.8396758444687,490.8943836170009,484.4175554839034,479.3522320893455,510.71534218512346,453.13104248738614,484.51586129985265,651.5564477600904
21,469.38867079105955,494.017750746653,508.3295595093573,490.4501468808049,483.8244300238562,536.9751329340498,458.5183556673366,484.14294212562305,679.536764984644
22,471.8131404590976,500.4201589019698,493.37214356414677,476.98183942498747,486.0829102867319,540.5943156676185,464.9164943937693,494.65176111453275,661.0769081420194
23,471.8016888898303,499.05600372722694,492.1614003990969,501.20562476914796,491.535401863477,538.9071874892051,463.91267440223146,494.57408756544874,663.0239252989435
24,478.6048410625146,505.70158420235623,493.3494590882412,494.7978630880937,492.31351651615535,546.914288484019,467.5916844348077,498.8785293849884,664.2588567935466
25,482.2005898282323,492.35669594372627,511.15453100918313,498.56321026782973,494.3134112335384,517.4589759147209,462.72927827848207,498.2326914639949,679.8041529436906
26,486.184565133797,516.5620611007694,497.4410298053605,505.07698720517357,495.73005310781406,563.8901291461276,474.50541994090764,483.102225399614,662.3950828321271
27,490.94852463184253,510.76879342122044,515.8113506122104,487.3707947496984,502.1775332650115,564.0279212402841,473.5098654842646,505.8069128225854,674.4319174250837
28,498.43345884628525,517.230636244849,518.8025951486202,495.2213453828124,506.08610627079366,565.1417044543049,474.67894310945934,504.19211185485966,668.1943431671417
29,501.6897953352823,496.98679183176625,515.8911985604038,513.3909815219403,503.1030908517058,591.3462733522385,485.68743226554517,506.48501581091574,679.046580726033
